customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total
1736-fcxmc,,male,0,no,no,56,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,electronic check,94.45,5124.6
1740-csdjp,yes,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),35.25,35.25
1741-wtpon,no,male,0,yes,yes,56,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,mailed check,115.85,6567.9
1744-jhkys,no,female,0,yes,no,34,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,24.7,780.2
1746-tgtwv,no,male,0,yes,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,credit card (automatic),75.35,75.35
1750-cskkm,yes,male,0,no,yes,9,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,electronic check,55.35,449.75
1751-ncdli,no,male,1,yes,no,46,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.85,4564.9
1752-ozxfy,no,male,0,yes,no,60,yes,no,dsl,yes,no,no,no,yes,no,one year,yes,mailed check,59.8,3561.15
1754-gkypy,no,male,1,yes,no,22,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),89.75,1938.9
1755-fzqec,no,male,0,no,no,39,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.9,791.15
1755-rmcxh,no,male,0,yes,yes,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.3,40.25
1757-tcatg,no,male,0,yes,yes,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.05,746.75
1760-cazht,no,male,0,no,yes,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.8,460.2
1761-aezzr,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.55,79.55
1763-kuaaw,no,female,1,no,no,18,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.35,369.6
1763-wqfuk,no,male,0,no,no,3,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,50.5,147.75
1764-vuumt,no,male,0,no,yes,66,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.95,1269.1
1766-gknmi,no,male,0,no,no,29,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.9,2516.2
1766-umrdb,,male,1,no,no,34,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),69.15,2275.1
1767-cjkba,no,male,0,no,no,66,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.1,1697.7
1767-tgtko,no,female,0,yes,yes,8,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.45,411.75
1768-hnvgj,no,female,1,no,no,45,yes,yes,dsl,yes,no,no,yes,no,yes,month-to-month,yes,electronic check,70.05,3062.45
1768-zaifu,yes,female,1,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,25.2,25.2
1769-gruik,no,female,0,no,no,18,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,71.1,1247.75
1771-oadnz,yes,male,1,yes,no,29,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,95.9,2745.2
1775-kwjkq,no,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),89.85,6562.9
1776-spbwv,no,female,0,yes,yes,34,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),20.1,682.1
1777-jyqpj,no,male,0,no,no,2,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,24.3,38.45
1779-pwpmg,no,female,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),114.65,8333.95
1784-bxefa,no,female,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.55,187.35
1784-ezdkj,no,male,0,yes,no,51,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),106.8,5498.8
1785-bphtp,no,male,0,yes,yes,28,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,85.45,2289.9
1790-nesio,no,female,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.4,261.3
1791-pqhbb,no,female,0,no,yes,2,yes,no,dsl,yes,no,no,no,no,yes,month-to-month,yes,credit card (automatic),61.2,125.95
1792-uxafy,yes,female,1,no,no,17,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,89.15,1496.9
1794-hbqtj,yes,female,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),48.6,48.6
1794-swwkl,no,male,0,yes,yes,15,yes,yes,dsl,no,no,yes,yes,no,no,month-to-month,yes,bank transfer (automatic),59.65,867.1
1796-janow,no,female,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,38.15
1803-bgnbd,no,female,0,no,no,12,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic check,54.3,654.5
1809-dmjhq,yes,female,0,no,yes,5,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,46.0,221.7
1810-bohsy,no,male,0,yes,no,51,yes,yes,fiber optic,yes,yes,no,no,no,yes,one year,yes,credit card (automatic),96.4,4911.05
1810-mvmai,no,male,0,yes,yes,30,yes,yes,dsl,yes,yes,yes,yes,no,no,month-to-month,no,electronic check,67.6,2000.2
1813-jlkwr,no,female,0,yes,yes,64,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.8,1336.65
1813-jywto,no,female,0,yes,no,72,yes,yes,fiber optic,yes,no,no,no,no,no,two year,no,bank transfer (automatic),80.45,5737.6
1814-dkolc,no,female,0,no,no,5,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,25.45,134.75
1814-wfgvs,no,male,0,yes,yes,72,no,no phone service,dsl,yes,no,yes,yes,yes,no,two year,no,mailed check,48.9,3527
1816-flzdk,no,male,0,no,no,1,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,no,mailed check,29.15,29.15
1818-esqmw,no,female,0,no,no,27,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,89.2,2383.6
1820-djfph,no,female,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.05,1709.15
1820-tqvev,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.55,69.55
1821-bucwy,no,male,0,no,no,30,yes,no,dsl,yes,no,yes,no,no,no,two year,yes,mailed check,55.65,1653.85
1830-ggfnm,no,male,0,yes,yes,65,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),94.55,6078.75
1830-ipxvj,no,female,0,yes,yes,61,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.75,1311.6
1832-peuts,no,male,0,yes,yes,62,yes,yes,fiber optic,no,no,yes,no,yes,no,two year,yes,credit card (automatic),89.1,5411.65
1833-tcxkk,no,male,0,yes,no,45,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),107.75,4882.8
1833-vgrum,yes,female,1,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.2,74.2
1834-abkhq,no,female,0,yes,yes,52,yes,no,dsl,no,no,yes,no,no,no,one year,yes,bank transfer (automatic),50.95,2610.65
1834-wuleg,no,male,0,yes,yes,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.25,439.75
1837-yquce,no,female,0,no,no,70,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),58.35,4214.25
1839-fbnfr,no,female,0,yes,yes,39,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.85,854.8
1839-umack,no,male,0,no,no,42,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,25.05,949.85
1840-biuog,no,male,0,no,no,20,yes,yes,dsl,no,yes,no,yes,yes,no,one year,yes,electronic check,68.7,1416.2
1841-ysjgv,no,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),109.95,7852.4
1842-ezjmk,yes,male,0,yes,yes,50,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,no,electronic check,103.7,5071.05
1843-tlsgd,no,female,0,yes,yes,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.85,272.35
1845-csbrz,no,female,1,yes,yes,22,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,no,bank transfer (automatic),85.35,1961.6
1845-zllig,no,male,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,50.15,50.15
1846-xwoqn,yes,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,70.15
1848-lbzhy,no,female,0,yes,no,7,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),50.3,355.1
1849-rjyig,no,female,0,no,no,8,yes,no,dsl,yes,no,no,no,yes,no,month-to-month,yes,electronic check,60.0,487.75
1850-akqep,no,male,0,no,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.35,178.7
1852-qswcd,no,male,0,yes,yes,64,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.8,1514.85
1852-xemdw,no,male,0,no,no,22,yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,no,mailed check,65.05,1427.55
1853-araaq,no,female,0,no,no,26,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),50.35,1277.5
1853-udxbw,yes,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.0,70
1855-agawh,no,male,0,yes,no,31,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,93.8,2939.8
1855-cfulu,no,female,1,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,91.45
1862-qrwpe,no,female,0,yes,yes,48,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.65,1057
1862-skory,yes,female,1,yes,no,40,no,no phone service,dsl,no,yes,no,no,yes,no,month-to-month,yes,electronic check,39.3,1637.4
1866-dioqz,no,female,0,yes,no,71,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,one year,no,bank transfer (automatic),66.8,4689.15
1866-nxpsp,no,female,0,no,no,36,yes,no,dsl,yes,yes,yes,yes,no,yes,one year,yes,mailed check,75.55,2680.15
1866-obpnr,no,male,0,yes,yes,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),74.6,74.6
1866-rzzqs,yes,male,1,no,no,41,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.4,4187.75
1866-zsljm,no,male,0,no,no,21,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.5,402.85
1867-bdvfh,yes,male,0,yes,yes,11,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.35,834.2
1867-rawzk,,male,0,yes,yes,19,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,no,electronic check,103.3,2012.7
1867-tjhts,no,female,0,no,no,58,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),79.8,4526.85
1871-mowrm,yes,male,0,yes,no,12,yes,no,fiber optic,yes,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),80.85,866.45
1872-ebwsc,no,female,0,no,no,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.35,617.35
1875-qivme,yes,female,0,yes,no,2,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,104.4,242.8
1877-hkbqx,no,female,0,no,no,11,yes,no,dsl,yes,no,no,yes,no,no,one year,yes,mailed check,54.6,617.85
1891-fzysa,yes,male,1,yes,no,69,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,89.95,6143.15
1891-qrqsa,no,male,1,yes,yes,64,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),111.6,7099
1891-uawwu,yes,female,1,yes,no,20,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,90.8,1951
1894-igfsg,yes,female,0,no,no,22,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,89.25,1907.85
1895-qtkdo,no,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,credit card (automatic),43.95,43.95
1897-okvmw,no,female,0,yes,yes,64,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,90.6,5817.45
1897-rcfum,no,female,0,yes,yes,39,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,24.2,914.6
1898-jsndc,no,female,0,no,no,39,yes,no,dsl,no,yes,no,no,yes,no,one year,yes,credit card (automatic),58.6,2224.5
1899-vxwxm,yes,male,0,no,no,48,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),106.1,5082.8
1902-xbtfb,yes,male,0,no,yes,22,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,89.4,2001.5
1904-wajaa,no,female,0,yes,yes,24,yes,yes,dsl,yes,yes,yes,no,no,no,two year,no,electronic check,64.35,1558.65
1905-oeilc,no,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.5,19.5
1907-ubqfc,yes,male,1,no,no,10,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,72.85,688.65
1907-ylnyw,no,male,0,no,no,8,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,yes,electronic check,66.7,579
1910-fmxjm,no,female,0,yes,no,36,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.4,2937.65
1915-iofgu,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.5,70.5
1915-oakwd,no,female,0,no,yes,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.3,360.35
1918-zbfqj,yes,female,0,no,no,13,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,79.25,1111.65
1919-rtpqd,no,male,0,yes,yes,7,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.75,333.65
1921-kysay,no,female,0,no,no,41,yes,yes,dsl,no,no,yes,yes,no,yes,one year,yes,electronic check,68.6,2877.05
1925-gmvbw,no,female,0,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.55,96.1
1925-lfczz,no,male,1,no,no,55,no,no phone service,dsl,no,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),50.05,2743.45
1925-tible,yes,female,0,yes,no,7,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,86.5,582.5
1926-quznn,no,female,0,yes,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),25.25,1841.2
1927-qewmy,no,female,0,yes,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.5,1502.25
1928-bxyiv,no,male,0,no,no,1,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic check,61.15,61.15
1929-zcbhe,no,male,0,yes,yes,47,no,no phone service,dsl,yes,no,yes,yes,no,no,one year,no,electronic check,40.3,1794.8
1930-bzlhi,no,male,0,no,no,21,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.35,422.7
1930-qpbvz,no,male,0,yes,yes,68,yes,no,fiber optic,yes,yes,no,yes,no,yes,two year,no,bank transfer (automatic),95.1,6683.4
1930-wnxsb,no,male,0,yes,yes,58,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,92.85,5305.05
1932-uedcx,no,male,1,yes,no,33,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),100.6,3270.25
1934-mkpxs,no,male,0,yes,yes,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.1,620.55
1934-sjvjk,yes,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.15,20.15
1935-imvbb,no,male,0,yes,no,56,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,mailed check,89.7,4952.95
1936-czakf,no,male,0,yes,no,49,no,no phone service,dsl,no,yes,no,no,yes,yes,two year,no,credit card (automatic),49.65,2409.9
1936-uafeh,no,female,0,no,no,68,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,no,credit card (automatic),110.25,7279.35
1937-otuky,no,female,0,yes,no,72,yes,yes,fiber optic,yes,no,yes,yes,yes,no,two year,yes,bank transfer (automatic),98.2,7015.9
